Difference of "all_files" between "a1.0.10" and "a1.0.11".
Changed file "e.class" from "06861e0c6666472fa7b01aea7f9188e41d0e44ca" to "f93613705215fdabf1e4bc994153a6f6a0f129bf".
Changed file "ea.class" from "4a49c7cd08f6258ba8112e9fd724e3341c83ae7e" to "3ce044c36f8fd252ec2d42bc68b45879bb3524ae".
Changed file "eb.class" from "4e31f207c9a3a814a6ab7475b389618e5485a08d" to "6877c38228f67a1bf52e3acb9efb5fd4bd899b11".
Changed file "ec.class" from "84dcc997899bcefa813aba451161dffdb1ee0393" to "e891c7352fcb8d4e8368010f96bf0baebee500ae".
Changed file "ed.class" from "8d9d6f0a9f2ad58de5d1193ea7041b83a11cdc4f" to "436ad41a850e8ad591d518fe0e94d6aff5f443bf".
Changed file "ee.class" from "2a3a5536311e01dcb9401b3a53dec13c46715d11" to "95c79b691bbd5de8efb8a9f02a2810215c2337ae".
Changed file "ef.class" from "47b0a0daccdce252e21b3e5f6337b96ec75ed3ad" to "2473812f6ba0e13b9f7858141363d4278623cf6e".
Changed file "eg.class" from "a70eb36701bde0e96ac05a98d1bcc6b7132a4157" to "beda7386b5c82591eaa2cd23ea6550b4764c29a7".
Changed file "eh.class" from "3d50118faa969b8f025763e0acc2d870f6dc4c98" to "2da99b7a49d0c4a789b0c08372729030fb8345fc".
Changed file "ei.class" from "02daa8a634602e3617fba956ee3619a581eda367" to "abe5ffc2d2983ee25d42e73e2f1ee7abc92dcb24".
Changed file "ej.class" from "715ea21e05bbe4ace73c14079264375ddda1f4cd" to "e46f910aec38dcba57f5cefb33ed6801ba30613f".
Changed file "ek.class" from "338e0eacc0dfba6995ecf1d78f650f42dd31beec" to "cdd8d3a571bd2261ce06f295995deba810b831de".
Changed file "el.class" from "a304637914b81d0e28e3b5ab70afb4a0d9c19bf9" to "cb45bceed67cd03eb006feab942f1a093be59427".
Changed file "em.class" from "593b4ef7273d2c5407ade9e9a07bab91e146d56e" to "7aecae450d0e37548ef3947657f293a4c7912233".
Changed file "en.class" from "468b98b251015fbc34b7de90da622fe5d30ee3bb" to "a4a808e2c641e29aca33ffbc2a93e68f8693b32b".
Changed file "eo.class" from "21a2d7483f56fc7452f6981a48cb11ca884cdf17" to "b92de9721996a1cb84285f4ed7b67d68bdca8e49".
Changed file "ep.class" from "e98b11dbed13f730c01f88cf807cea274f268d5e" to "a1ac2371236265c1e0ed5e6285111d7cb8974aa9".
Changed file "eq.class" from "8791049c5defeed16af351bc9e46c85836de107d" to "40bcd0a1134c9475c59b86c969fdc5e718b93b92".
Changed file "er.class" from "de8ae187e334aa5d3bf21a9219c53e8f609a4e50" to "342422b2062433cd0abd3c25d056d07906f1b1ea".
Changed file "es.class" from "024cc219897d11ffd41af4a75b352987d98de8d8" to "0ee6413543b297956980705184718fabea87446e".
Changed file "et.class" from "830feb6779a8743a8ac38b6f342c159612df0bdb" to "b197c6de558e2d7629760df57ff0ca4d63ccca6d".
Changed file "eu.class" from "a58c5b4464913ce28aa2561f5d73280ed5db2bdf" to "814e7424a1aae334fa7cdde46795f0f4ed30c4fd".
Changed file "ev.class" from "c062fe0589192133f915ee5b89de218145df3735" to "d79ef4357a9856b55e945b6caeb3d46f0f076d01".
Changed file "ew.class" from "f89f794c03f340e226425ac0f95321718dfe405a" to "8b88891d4289e616d55263a2a6ae1c67560ece84".
Changed file "ex.class" from "140b7c3fe20f356c2a128a769ba5a576dd66809e" to "eb1bbaf3631baa4203ec5f2f5fa6cbd5d5ca222e".
Changed file "ey.class" from "0b58e65fe492e9b06485afd272cf72e9a46f182e" to "f2ed35645610082bec29e07fcd1c62af67a4d012".
Changed file "ez.class" from "868b1948f252e34ca49c5b5e167287ea6fca955b" to "87f827b31e649612980c77deb59713d4fec3fb12".
Changed file "f.class" from "25823c9afe7d3085ebc306b15a4c4d27ad264be4" to "7ebc3ba71005d0d0e779b47d1849998e0b69feb0".
Changed file "fa.class" from "eff11edb89785047b4cb6e195f9812c279da733e" to "32d60453aa1bbf42247d013a26de56c80e2e21d9".
Changed file "fb.class" from "7a7f80811628563df2f90477ecc460314a4ed0ed" to "063997796267c1b680214067e97296785c5025f1".
Changed file "fc.class" from "9611bc3e61ef0ca3f70e1915aee64f7177f9ddb1" to "27d43163df67ae41d03cf167b8f9bf71ae72bf8c".
Changed file "fd.class" from "b8b3fce769e80eea2d4c55990239020146fddd8e" to "652ac876b95a6fecc126f05647500e3e9fff17d1".
Changed file "fe.class" from "78096448b078dc36dbc9fe596ae69a93ea20caf3" to "b24315de80e19a8d8326580ad9b98f514fd76587".
Changed file "ff.class" from "3bc555074b49c6d0a260e8a654576fef43376ed3" to "a928b8efab0fe8f1fc844845357162882d31e87e".
Changed file "fg.class" from "40c9257f575e6550aad3feec6dcc6ed679de8ae7" to "63bfe053adba549eca549897168c52e5dc6fb8a8".
Changed file "fh.class" from "d4f3a8b545a0f9336e9a6fe24f665d215b7ff002" to "10ea26edabc65cea55ebe221af6ca4f05f4ce361".
Changed file "fi.class" from "d48d2228a8b95c0cdc0cee7b0d6e25c39dd90147" to "49b9dd38b24b5b319ab7fd040c4d62b098ddf223".
Changed file "fj.class" from "d93187bc1e48524563bfd323587699f60af70a5f" to "c085d4bbf74916961371ccb5ab2aed28cd9e2c1d".
Changed file "fk.class" from "330c7489f4674d4d18be5b5fc831ba35f787da0e" to "8b22253965717069dadff0a7a70d880787c6bb62".
Changed file "fl.class" from "be4ef2af7ad709263d620749a64f254328510f8e" to "705e4baf395fbdf282f06ee1da4d050fb0aa8335".
Changed file "fm.class" from "bc1e4455a2b10ea714dad540820ef8f3ff9b3200" to "ddd418a127f82b09f6246908101a572df610d325".
Changed file "fn.class" from "3b05cab2ad805e228ceaf5abe583dd23558997eb" to "9c6363f7298748813be09b8970ec37ce8b5a6765".
Changed file "fo.class" from "5a00686b00c76bb731151a43ab5cf9da1b1ec8aa" to "bb2894a71879888e63b0565732b23db0b4864f38".
Changed file "fp.class" from "b01480730dcb23402248c5cee5bda91cb2e75baf" to "0f0931b5cd2b7c4772bb4dd79b2e2cbc033ee0ae".
Changed file "fq.class" from "7bd7854e3a2d276c7e35a69556f47598274e49ee" to "696b35fcc4f8f0db461d63871b865b2335a5e2d4".
Changed file "fr.class" from "ecaaef81ca404d5c0d31f4932d95186612783272" to "7a97ce372eb6f0805e8c52f6e95b104eaa092b19".
Changed file "fs.class" from "8358f548e5713d134fd76064616b15182335d9b1" to "e16f65183dc1055482241855b71a62aafc1faada".
Changed file "ft.class" from "a6820cec362eef284b3ed76a5de6df446d4281a6" to "33a6fbf516e5e2e6079e0a1f959a5466351c386f".
Changed file "fu.class" from "0dce22f78ae9e583a6e0b3f1d563bba4de06bb16" to "50b5617355712e88af4d1be31dd1bcfa78b9ff58".
Changed file "fv.class" from "b3aa2429a90429170a93b88f426bd69617885dba" to "45ab880bd2e96ad349f0ce6516a83a7dd3a03a8b".
Changed file "fw.class" from "6043f2d206858c20c556120b6253aeea3c6540f2" to "121a5eb5dba1137a999e32226316d129d96fa05d".
Changed file "fx.class" from "28e9cc097e3443c71dd5adcac9f588c1c4dd700b" to "62e2e09ef841ed626c71c85058f560b81f75b429".
Changed file "fy.class" from "490262e7d4ed048643ac948ffc368cad9b6939f5" to "609e0858ee12cf194d4ea28ff841dd0e015b0055".
Changed file "fz.class" from "82085065b2bb77e7d86977f1e4e72ea7580beecb" to "37c510c268cc53018e36512d5f4469f27330faa5".
Changed file "g.class" from "a2d39d549a57d2f111fc9996b2c6a2845d88fb49" to "56a9d73dffe18149c263e25d3c8c980ee2bb4d30".
Changed file "ga.class" from "36d54683599913090bf7016ad9343d152faa801d" to "b5d9cedb14f6671a5b605824376ae7b1c9f19e5e".
Changed file "gb.class" from "854533deaf75c125167283c7c9c64e1842a8f40c" to "79ac6c18c9a90b4327757e21c2b38b155495425f".
Changed file "gc.class" from "b4cedebe144cc7ab0a602e237772a6934b8c04d1" to "e837947024d408ae64009dd4f37b7e3b13fc2a3e".
Changed file "gd.class" from "8dadd0c8b8f65c89ee1453d2e7225a5a628b10c9" to "94f6ce2235e5e41ab35e080d73fe7121ff02158c".
Changed file "ge.class" from "5d56b8feabc748266225340fdad0240d9275e3a8" to "9fbc1823c27d1dc4d368e8609419270063da7c47".
Changed file "gf.class" from "d7d676a6891102b2ca7864603ac3504479ff3966" to "682c6a69217c5ce6b53836e8ae47809314734b2e".
Changed file "gg.class" from "29b2671d7dafb6c7769deb0c280af1d7b0c11f9a" to "6fb32fb4604ee15faae3b8d1b1673fe2854b34ba".
Changed file "gh.class" from "778b53d906498038fe5531cc69e7c442ff21f4c8" to "284c61d23da9ffe7722d94d0a22183234e74fbad".
Changed file "gi.class" from "c061db3bf48012a70a09879b09e6eff68a30cdeb" to "6359e1f772288a4100dc4f9fc53e2789cb4d18e9".
Changed file "gj.class" from "d419d2ebebe1d5c1b7231fe6429a0465b8ca6e67" to "594394a45d82b3cdc9cce7396f3ebf2e368d9c9d".
Changed file "gk.class" from "b8ed9762b4db396f7f97d0a1bf4b420299b329ff" to "bc61a437976101e3059043cb89dd54b91ef1b643".
Changed file "gl.class" from "9726e84c2383f9d14aeaaadb373972a5d56b23c5" to "b068af55bde09e4f088fbd3396e8d6aa681e3cc7".
Changed file "gm.class" from "834236fe5e08d3087f5ab6bc5725cc3ad2eef0e3" to "016472c058557deb80c278657e86c58428510827".
Changed file "gn.class" from "c478b4aea492a4f2b7e6b949a19ff430f5ef0534" to "4dfc34c07f401195f69d1b51741402d67daf04c4".
Changed file "go.class" from "bb59f21d0f60b6c42d17ee0c446bee3f45a8e857" to "eac04f559b6176b4a35f138db0dba4a20b632870".
Changed file "gp.class" from "6691b37a69c3249804222d296148ccc8e8a8453c" to "e63e013b88242baeaeb9db510fa4eebccef42d65".
Changed file "gq.class" from "efa1ac7dfcbfe6478ef570d47ac920cc87a5bc81" to "38197bd440aff397da81c95b750de5c9831fd8da".
Changed file "gr.class" from "9b2b3d9a3710295899b74a094e81a893df19e765" to "7dd534814a1b5c15cdac29a8d0e002b852764b76".
Changed file "gs.class" from "119700d37940a5cf1062aa85940ea02cc917b365" to "4e95c049860b49bc9a1c43e019af5b56bac95648".
Changed file "gt.class" from "0f977f414107db122157ff5111d8be1380aeedd8" to "31d1ddb0c1c12e6d2982963e53495162a9c63b75".
Changed file "gu.class" from "17c8005432f29ee6382a97cabfd678acf9171584" to "dbdd2873ea23572e83ef999656c15108ad9dc10b".
Changed file "gui/items.png" from "dae5cfac157b8a0091644ed04941baeb06097776" to "7244a3ca04d2871de188ecd7c2f9faa05d92df38".
Changed file "gv.class" from "885d4f6e0a5da8af10a42921881c1faad4bf0708" to "cf452ce13573aa28d7d70859081b554448cf3d21".
Changed file "gw.class" from "0272ab6275f5fd189d2f22ccdd6e296816adf20b" to "2ac0cff9dae6a9a7e889511826fab9f404582889".
Changed file "gx.class" from "653a5f089701bbd512b9be20b6025ebc1ef9c5d0" to "b78ba35e1ecfdbc3b39f654f6af2106102fd66b9".
Changed file "gy.class" from "0fad26f9716e80533f58c9b6d968a21959e0e9de" to "3760db835ea139294702ae3f90c8efb38e5f27f4".
Changed file "gz.class" from "7a04524eee79a51bbc739ca41bbd432c51c02f11" to "202f8a3a69ab4be30cc65e9de00fd7a09ebd3e3f".
Changed file "ha.class" from "1444d6ee081db6d94a89d9107e33ce1826f42338" to "440506fb36a6ca6332fd7134d9ba7389d3e9fe8e".
Changed file "hb.class" from "d1baf2b374c6a6a2a2727e58c57b4e703ffbf15f" to "70fb7f13036b2b36834f903aca37fd935d8e160c".
Changed file "hc.class" from "a0c480514664195bdcd4473a9b65eec3f0227775" to "f723e6cd72bf955f75824545d23de12a4355a93c".
Changed file "hd.class" from "b6d34523faf28b5894d73eb458f62c291e16067e" to "af2bc514066bf63e2636bd6cddaaa7214d70a876".
Changed file "he.class" from "5224df36ecc906059cc6c1625a0e65d994fb1f9c" to "7d25e555945e19f860c95ac0366991e41facc0a5".
Changed file "hf.class" from "d658e95f07cbbdae856d7fbd0558373b1494838c" to "44de76934aa0a3abb3bde76b38cd473633e39e0e".
Changed file "hg.class" from "6c814b2e4c719a230a73ab0693a61c1272a57702" to "31e9851b67c0975cb1a0288d3b7eaa83decb09ea".
Changed file "hh.class" from "3e221acb8cb7660587b355cc1f05d7968c6cb968" to "2b31b4092966eca36ea420a8fa45140e7efefd95".
Changed file "hi.class" from "9414f00a15459bbbb7202b493b83ed060fc40855" to "1817f9fc7e73485a8383f3c441cc622a8b726690".
Changed file "hj.class" from "88bd730e455d49b77f208eb538c998f81b51e185" to "62c194b5adc67ba9fd1cf96f57c3229b945a59a6".
