Difference of "all_files" between "inf-20100611" and "inf-20100615".
Changed file "net/minecraft/a/a/b/g.class" from "f17adf50dcafa8b29aed62c417b66824ea07ac34" to "2852369b7f3aea7d5f43f6208aafdd7b0f757d6d".
Changed file "net/minecraft/a/a/b/h.class" from "264095cd8d84f5bc26f7a7e8baa2b4109e2e71c3" to "ffa37b0d4db79004ed176daa6ce1adc9f709bdad".
Changed file "net/minecraft/a/a/b/l.class" from "601591e8ad42b2ba999935ec0ba1e3b347ba7baf" to "6e99330fa7aeb83ab1bed6db37595aeb4e04f97d".
Changed file "net/minecraft/a/a/b/m.class" from "04534eb01c106d7a836ee74ac240bef6dbba5260" to "6b213c38cb67856d3dc237e831394f17b684ffe7".
Changed file "net/minecraft/a/a/b/o.class" from "328824bbab9d6f6beb2681d30839d87525d44855" to "e3734b8d0a0c001e48343f315416080204f68061".
Changed file "net/minecraft/a/a/b/p.class" from "110ccd1529b063ae42b4d96d5659b4e9e5ce41f6" to "2e28c6ad89b017dbed9017571baca7fd19347bc6".
Changed file "net/minecraft/a/a/b/q.class" from "9b38e33c464d64502df0d7add8fecedb44c95000" to "05c80bec144a1dba1736b11c4c50d489616e0fe2".
Changed file "net/minecraft/a/a/b/s.class" from "f827cbb698d355323f330493a07b00433a8c8d2b" to "0ef16a321c9dafacc0784843d33b016ff0b321be".
Changed file "net/minecraft/a/a/b/t.class" from "e5b935fa8e8dad1adda9998e574a8b90984af265" to "2508c5226c7c26cc430af2877ea4517adb3b0b46".
Changed file "net/minecraft/a/a/b/u.class" from "b3530eaba0c1fb42136420e3ad0377c826400cad" to "953d2589a4cee8db58a52e1c42113bde60a298bd".
Changed file "net/minecraft/a/a/b/w.class" from "6dc246ff77b12bf2b0f87d3544a3c53a0cf02913" to "910267aad819c23fe1224684dd327dfce5817fa9".
Changed file "net/minecraft/a/a/b/x.class" from "2cb4d389876f00cde4ede40da7ac0fa0db88bc8b" to "c271e1164742e57db7ee931ec512ae2c1d1256ee".
Changed file "net/minecraft/a/a/b/y.class" from "4b1799d9944df706369561ad8ff1fcc6d45cabe5" to "b22362fc05e024764d60c490e7290a6388ff2944".
Changed file "net/minecraft/a/a/b/z.class" from "fd0f4f7d2e50705f1d768defdc363d117345090e" to "864acbfbaff2d26799d75568bd1962ec3c268524".
Changed file "net/minecraft/a/a/c/a.class" from "a069c2cb3f29b9bf7b4015e079bfe9a2f786b583" to "5e18eb265a533d6122d07ad579ee54710631d8bd".
Changed file "net/minecraft/a/a/c/b/b.class" from "6b1e9dab0174a98c00191a9ed7fa7f6b54f8e616" to "b188937e06b378a67145346c820e4af74d4c01d0".
Changed file "net/minecraft/a/a/c/b/c.class" from "97688fab818096d49d7e801219853149810eb33d" to "0c3e3303cf0ed4d10fb8876390a5fef887b87c47".
Changed file "net/minecraft/a/a/d/c.class" from "b1322f56921ed22c48f329398ae129e198445644" to "bc1e97e2bf683eb70724fe6f70982f83e71ce470".
Changed file "net/minecraft/a/a/e/d.class" from "dfba1913ba7cd7312cd791f91610df0f836e1f1e" to "b05e81abb29c307e5d985058070c34773ebca41c".
Changed file "net/minecraft/a/a/g.class" from "16b38b91d2d22f1772b851668d3821a1cfcc0347" to "b1b668403ddc1c142da9d8617efb628c977f3c21".
Changed file "net/minecraft/a/b.class" from "4b0c5962414fe51786f19c7624ee71a7438d9d98" to "0a174502a00e0a339b31ce6ffd0a83716c5f8a28".
Changed file "net/minecraft/a/b/a.class" from "89eb1f52de578c5bfef9e46833d338d278759540" to "4c0596e07f3bb60766f434647de307e88eb1d017".
Changed file "net/minecraft/a/b/a/a.class" from "93f83fccb41947d20e6405c5aff35377eb6240b1" to "808310ef779049cc207949591b87c5fea5197fda".
Changed file "net/minecraft/a/b/a/c.class" from "b96b0e0a7e3fac3e56555c61a76dd2ee07252b00" to "a19174a73256e5968ea177cc7e059c3a9762723e".
Changed file "net/minecraft/a/b/a/d.class" from "3bbb8d371f594cb657e97b1faf8956cd4b8dcc1b" to "2f3e186e7ef115a57d9c33cd05593374d7299014".
Changed file "net/minecraft/a/b/a/e.class" from "3ad06b05ab65be026e6d52843474e86b395c4dcc" to "37b9e11d74959e1f51cc1ae6be2127a551941950".
Changed file "net/minecraft/a/b/a/f.class" from "0add80a06d823374deba1c47f256a8e6342c88db" to "a410537045b738875ec15552fa4edcd06e5d142f".
Changed file "net/minecraft/a/b/a/h.class" from "6bb78bd7717ff28176b832fb54efc7b0d7f43c3e" to "57bf174d8bb504cde45d8c788f2d692bee24d214".
Changed file "net/minecraft/a/b/b.class" from "1a1edaaae0b09ea1b3e1b56c1d34f70485746a25" to "95d9f892bee0c414ce9b34b6c41469bc3e95713f".
Changed file "net/minecraft/a/b/c.class" from "248eb29595ab25a4d070c731a422863be80e5d00" to "9035dd4a7a103e2687faca4532fb4258f06d15bc".
Changed file "net/minecraft/a/b/d.class" from "f90124d127a75ea1fb1b54b8259a5d34f748243d" to "f503745dee6eaca77a5985227ea4b8669361696a".
Changed file "net/minecraft/a/b/e.class" from "dec7b37806230ab38877e6bce6aee976cf3c43a8" to "35fadacf59262d0ea774ab5adc346fc1ba2454b7".
Changed file "net/minecraft/a/b/f.class" from "4e0f6e4cbc69b6cd810692d9f2358add7fc4570e" to "b2231a621252edcb031cfe9b1eb05719f2bef127".
Changed file "net/minecraft/a/b/g.class" from "bc31211ec54723d8699b0037853a7c9215f813fc" to "0033745192bb8f3f8d015214c7fae97e1faca0e4".
Changed file "net/minecraft/a/b/h.class" from "51331f17a0773eb5e3f7205af7f6888bbd5dc455" to "008505ebf4bab849e810aa750d52debf8f99f945".
Changed file "net/minecraft/a/b/i.class" from "3b4e8b29ce153ad7270ee65fadeee7e1e94b1f89" to "77725c8761cb6b0dc524ea027c17e83a39c2552e".
Changed file "net/minecraft/a/b/j.class" from "6299dc42f1e07d7686c36db5907b41b61f89367f" to "11c2658b42b3815acefe214fe4ba92d361091fcf".
Changed file "net/minecraft/a/b/k.class" from "fb07673070911affb9c1c46164cdae97211801e2" to "95c848ed3c782f0413072a326e28f01999ab6be8".
Changed file "net/minecraft/a/b/l.class" from "8286f00518cca30e77092468a61562de06ef1141" to "c5d35978bf6dea1ec88e827a95b729e1b5ddc867".
Changed file "net/minecraft/a/b/m.class" from "d5b1a931bf7ce811eb8e0b6c0812d3c89e601473" to "c87f57754919fa5fe188fd8becee3daa4fb74e64".
Changed file "net/minecraft/a/b/n.class" from "912f0f54aeae1ad67a9d41fd3979d63c1549924a" to "d9966a509e98a3585e014b76abdbb5632444e5df".
Changed file "net/minecraft/a/b/o.class" from "46420e8947d331da37fe420e5ce0636a79948803" to "6ce8ac1f00e588f7e5d16360f054de8f580d5da6".
Changed file "net/minecraft/a/b/p.class" from "ecabf381d1002809bfa2326bf914b595be8affdd" to "f1e2190e01f3634d282da082864b4157ba71d6d8".
Changed file "net/minecraft/a/b/q.class" from "676b127dee6b550d758b5615f45841e3a156569f" to "52e553edcc2ef9f088ef596189c342d2af250a2f".
Changed file "net/minecraft/a/b/r.class" from "5809e2c7e5e696783e03a0b2f73b1a37e0f53458" to "d02613ee610664dce834caa4b30fe2bf68431d57".
Added file "net/minecraft/a/b/s.class": "a89c1c14da65c9ea8fa564d4e9e8ba53e8fbce2f".
Changed file "net/minecraft/a/c/a.class" from "cb40cf8282fe649ad34892bde4497693fd2f4af6" to "30c3eae53aee40c710a654487a1bf10e5fcaeace".
Changed file "net/minecraft/a/c/a/b.class" from "fd920e18d0dca63fc71c60b281326ece2c28c00b" to "a51a3d7420a0f3af553d2e9b6e1bf6e0de46499e".
Changed file "net/minecraft/a/c/a/c.class" from "735ef9d1599042b18516b8c0c5bd06ae79829c2c" to "7c293be709c75ba12cf93d9d768d3d50f0f238f9".
Changed file "net/minecraft/a/c/a/d.class" from "3b60f8dd6d2f3cc7f49b22cf22bcd533187dd7c0" to "3ccc434773e15f4a95865be9fa251df580d11200".
Changed file "net/minecraft/a/c/a/f.class" from "7146b2b9f8185835b719ecc4cb21ede1c4e6c32e" to "c00cd845e9d66002087c465fee7ccb0686c6cc25".
Changed file "net/minecraft/a/c/b.class" from "bf357efd235db9755b0d4cf0ae61d439e9f7cdc9" to "6c0b84b45a525897c794da5a116afdf3d472885b".
Changed file "net/minecraft/a/c/b/a.class" from "8a168d7b31b18a9feeda984a60889b288d9357e5" to "725e73402d7446d2ee65c44703a73970b331f4ce".
Changed file "net/minecraft/a/c/b/b.class" from "27d701ff4c6efbf5e724f6b761885a5e59399dce" to "079cfe8cda964d47f75d282a0a63d75a085669ff".
Changed file "net/minecraft/a/c/b/c.class" from "ad3b72c394c7d5ce62c8564e6295d5317de529cf" to "dfc9fa46444a2130d0a7b3b5782491ea6dd36438".
Changed file "net/minecraft/a/c/c.class" from "3b8df483d448719de131fa755b78256aee3071df" to "ce6bb5acbb70fcb6ffae5da4e0c5940898bcc15d".
Changed file "net/minecraft/a/c/c/b.class" from "beb4954935aa3c996555c6a63ff90f2c3e5b96f1" to "5ebd7920abb68885d5baa2d413ea3f3eb8ec93a7".
Changed file "net/minecraft/a/c/d/a.class" from "889ea19ac81cfa941dcb6f5f0889eccd5642af69" to "036358b676222f6d80b0306cad14fd611c0a0e4d".
Changed file "net/minecraft/a/c/e/a.class" from "15a11048789be654b2b66e2fc1e44b7ff67ac5c7" to "24bc79b5961df4f866b82156ae36282b03ccc69e".
Changed file "net/minecraft/a/c/e/b.class" from "9a3bdab960944aae7a6949d07a2fa3805374aec5" to "637ca70d220fe95904e5cecd78f0d3aab8cf9551".
Changed file "net/minecraft/a/c/f.class" from "e74f229c1558a0887dd1a070579a8e6bc3cc950f" to "a170ac02eb06a24b57f4811668dcb84c89e15218".
Changed file "net/minecraft/a/d/a.class" from "650b718a5eabd0abd3ce079360b7a8bd857aa710" to "5365f034016406a8ef9b55bc77a07cd31d3230d6".
Changed file "net/minecraft/client/a/a/d.class" from "e692f9b6e0ad9224e0d84112a80c7d130456914d" to "4270e963fa10b028e792d90fbb911f0e9682ee79".
Changed file "net/minecraft/client/a/a/e.class" from "3e3411c9f5c92ba141084722a854ec18559b1d19" to "60dff16045cbc039fafc4058873d35bff8c996c3".
Changed file "net/minecraft/client/a/a/f.class" from "b68279ebcf887f2af09db6662b5f72c4ac96954b" to "142f6779ce9e77d370486a3525565298b35ef18d".
Changed file "net/minecraft/client/a/a/g.class" from "35cbefdedc149ee68cac3055d88862d44f1aa414" to "d9e545e12b08b145b83864b09e7cc6a46396197d".
Changed file "net/minecraft/client/a/a/i.class" from "a7fd2ff07f797f547e422cf968e928354aa50967" to "9e85001c377784a53f056cb6a3f7dcbe08985b27".
Changed file "net/minecraft/client/a/a/j.class" from "95bf82ab505e30a70ea793ea5d831ccdb9ecda3f" to "9f0ee2901d379ea3d749d88f3e23b2d0011e45ee".
Changed file "net/minecraft/client/a/b.class" from "f2345c5d9631c24ab057b6bfa7b9a793798705a3" to "def8524da471f23efc802fc5b5cf01e35b038524".
Changed file "net/minecraft/client/a/c/a.class" from "1952b6f2889792407a50633e9d0e6f2b2781e40b" to "3402a34cbd81b40b00a2ad0e094dcd23f2bd8054".
Changed file "net/minecraft/client/a/c/c.class" from "22078dc8d1025b163a4fe92a001f4cb4c15bddf3" to "6b803c440db74e1c01963e4ce2dc2db34e67d666".
Changed file "net/minecraft/client/a/c/d.class" from "a9f89b7993471a79c575056b177b8c3859ed7c9b" to "2be6153777678eddb5d19160303bdd4cca014db8".
Changed file "net/minecraft/client/a/c/e.class" from "212e1af83eb9b3b6d90e7b2db0978278abf35412" to "4fee34d654c0c224c722be121e23d0fb3e399410".
Changed file "net/minecraft/client/a/c/f.class" from "1d070e5219f4ceea3168af0046e757cef8f9f691" to "0f0ffb999796baf7f2a1fa57a8a8ef16e8bc68c8".
Changed file "net/minecraft/client/a/e.class" from "ed9b372b8aa86511653c5ec9e355b2b4ac1e09b0" to "6dc4e11251dda6d48d5b469592c39f511ef26943".
Changed file "net/minecraft/client/a/f.class" from "a27be60d87967926b61be084ea99eef7650ab500" to "f54575859c661eef5904107c53a8118ce1488464".
Changed file "net/minecraft/client/a/g.class" from "3fa73cc646ca8eafbcea41cfa049f4d46f43074c" to "7298d1eb7810b39b04cbc302b48aff711a574ad9".
Changed file "net/minecraft/client/a/h.class" from "8fd757c41aef88d4e1d597f7207bab18bb103ea7" to "5037011e1d5a6d1b6650abcdba81c6585bf7dac2".
Changed file "net/minecraft/client/c/a/a.class" from "30754490a3d8a172a4e6df23b92b31356d7eecf8" to "0bee36e8239995e357effb7f951f9e1e9e603b27".
Changed file "net/minecraft/client/c/a/b.class" from "5a572aa5d83e837c62c11c608cb188abe5f5dffe" to "e5ee5f788d113a8397da0f938247e4a9e4bfe6a6".
Changed file "net/minecraft/client/c/a/d.class" from "6343f9111483e2863d96f4c8fb6c9b7229f9e923" to "3a36f157b5aca6c6649f700cb9f1bd5f240cf055".
Changed file "net/minecraft/client/c/a/e.class" from "de13ce0f7206504dd10c051cd92a171c34e23f06" to "3abeda3a3b112d88fc0f234399d56b1627f5a70a".
Changed file "net/minecraft/client/c/a/f.class" from "fa7d6b152945eb8bf9e4d05e4bc4ebebb4efea7d" to "e04a8cd3114a56c9ed136c8fab7504f9516f5953".
Changed file "net/minecraft/client/c/a/g.class" from "5d59121b0c1d9a4ce42da36f931dfab1cf185f5a" to "68f6469c9b2dda1158eb1c939299edf2a3fa2b61".
Changed file "net/minecraft/client/c/a/h.class" from "2ab3a742399e65583eada3fd7db68e2f29860c20" to "0dd833a894522404cc8b23ad9628c32a70deb49f".
Changed file "net/minecraft/client/c/a/j.class" from "edf3c0233d79a518b14de5fb369009390ca32fc9" to "5574d9256e6381db16ff1995e950f0bde82cce1d".
Changed file "net/minecraft/client/c/f.class" from "6c1b641de6b451db642d715344f036e3f16bfb50" to "f71231520fa81cba93fd1b5adb8d11035c924b42".
Changed file "net/minecraft/client/c/m.class" from "a029745ed36e4fdc8a35e5e8e7199363a1784bdc" to "308688e256e89b9a6ebb0aeefde580c0c345e1fb".
Changed file "net/minecraft/client/c/n.class" from "5c4621933f678e8595724bfa3eb153b00eff0570" to "d74cd411858134b81350f7c8bf372750745f3519".
Changed file "net/minecraft/client/d.class" from "19473a6c305db684563d4620bca110c15645572c" to "576ddb73b63b28f8014e5c6db419690e0d734997".
Changed file "net/minecraft/client/d/a.class" from "7d665ae62a0de4707c5777f6790b19cea049e110" to "041b426659058eb87abe24fa06db8ad6a91226ac".
Changed file "net/minecraft/client/d/b.class" from "6dbccc1e33df7709e99e395e916aff30f4718ba2" to "bdf00d923b3d958d931e81de643ef3eca8fb0aa2".
Changed file "net/minecraft/client/d/c.class" from "003bf459660b2d292f74b4492105f62eb1a66c86" to "b1e802ba81de7ecbd982543ef97d556931aecf00".
Changed file "net/minecraft/client/f/b.class" from "9cddeb2bc205ca1bf94fb8beb2cd03eedff4e93e" to "55bf2c79f46180957a1f35b0460a204d21ff90fa".
Changed file "net/minecraft/client/f/d.class" from "c74fcfd23cbdae698ffea0c4cc62165d66c65017" to "d631ad41e355b312ada2a89ec1c870f13c586ba5".
Changed file "net/minecraft/client/f/f.class" from "783a88db0db0c1cd0a51b843118a554697b70a6f" to "9839956ada0b30d5c4e587e83a8b6e4d5f808f18".
Changed file "net/minecraft/client/f/i.class" from "7f4c20a560f9a396027208f2ce456ff995a2c4b9" to "8ba9f706cf7185d2fe2357a909554d757866bb49".
Changed file "net/minecraft/client/g/a.class" from "e971cc2f00d627a4f0331c65a704c055f8dbbd34" to "703060463ba01601173113d831716861f01705b6".
Changed file "net/minecraft/client/g/c.class" from "0b2199b348643c5e90f8c476c60e85b247b1b69d" to "87850f41f3eda1b8a919f7390b7a0d08f85e9d07".
Changed file "net/minecraft/client/k.class" from "79ac04aa3268580c6c08b8223504aca1d54d4f5e" to "85e528bde0b8b0928e505a889ea3eb00dcd1298c".
Changed file "net/minecraft/client/p.class" from "f3adcaf0489bdd38226090e36bfe9a8065901ca6" to "16876a075745c06de608e03c074305dfce75e5a2".
Added file "waterterrain.png": "11178fe838479397457066836bf05bc5986e90ff".
